PREVIOUS,CURRENT
pour les joueurs,et les
joueurs et les,amateurs
et les amateurs,de ballon
amateurs de ballon,rond
Si on,peut
on peut,faire
peut faire,rire
faire rire,les
rire les,gens
les gens,cinq
gens cinq,minutes
cinq minutes,leur
minutes leur,faire
leur faire,oublier
faire oublier,le
oublier le,confinement
le confinement,et le
confinement et le,virus
ça serait,vraiment
serait vraiment,dommage
vraiment dommage,de s'en
dommage de s'en,priver
de s'en priver,Pour
priver Pour,nous
Pour nous,c'est
nous c'est,aussi
c'est aussi,une
aussi une,petite
une petite,récré
petite récré,très
récré très,sympa
D'autant qu'avec,les
qu'avec les,réseaux
les réseaux,on
réseaux on,a
on a,tout
a tout,de suite
tout de suite,la réaction
de suite la réaction,des fans
Je crois,que
crois que,c'est
que c'est,devenu
c'est devenu,une
devenu une,sorte
une sorte,de bonne
sorte de bonne,habitude
de bonne habitude,chez les
habitude chez les,auteurs
chez les auteurs,de BD
auteurs de BD,A chaque
de BD A chaque,coup
A chaque coup,dur
le pays,je
pays je,pense
je pense,à Charlie
pense à Charlie,par exemple
à Charlie par exemple,on
par exemple on,est
on est,très
est très,réactifs
très réactifs,On
réactifs On,se
On se,sent
se sent,investi
sent investi,d'une
investi d'une,sorte
d'une sorte,de mission
En l'occurrence,le
l'occurrence le,travail
le travail,de Sti
travail de Sti,ne
de Sti ne,sera
ne sera,pas
sera pas,seulement
pas seulement,de circonstance
Notre prochain,album
prochain album,qui
album qui,devait
qui devait,paraître
devait paraître,en juin
paraître en juin,était
en juin était,consacré
était consacré,à l'Euro
consacré à l'Euro,de football
Comme il,a
il a,été
a été,reporté
été reporté,notre
reporté notre,BD
notre BD,aussi
BD aussi,Alors
aussi Alors,on
Alors on,va
on va,garder
va garder,ces
garder ces,gags
le confinement,pour construire
confinement pour construire,le
pour construire le,nouveau
le nouveau,Footmaniacs
nouveau Footmaniacs,qui
Footmaniacs qui,devrait
qui devrait,sortir
devrait sortir,cet
sortir cet,été
annonce le,scénariste
le scénariste,qui
scénariste qui,cultive
qui cultive,un
cultive un,espoir
un espoir,Il
espoir Il,y
Il y,a
y a,plein
a plein,d'opérations
plein d'opérations,en ce
d'opérations en ce,moment
en ce moment,sur Internet
pour découvrir des albums,gratuitement
des albums gratuitement,dont
gratuitement dont,certains
dont certains,des miens
certains des miens,J'espère
des miens J'espère,que
cela donnera,envie
donnera envie,à plein
envie à plein,de lecteurs
à plein de lecteurs,une
de lecteurs une,fois
une fois,que
fois que,ça
que ça,sera
ça sera,derrière nous
sera derrière nous,d'aller
dans les librairies,pour acheter
librairies pour acheter,des BD
pour acheter des BD,!
Même sans jouer,Kylian
sans jouer Kylian,Mbappé
Kylian Mbappé,gagne
Mbappé gagne,encore
gagne encore,des trophées
encore des trophées,La
des trophées La,star
La star,parisienne
star parisienne,a
parisienne a,été
a été,officiellement
reconnue meilleur,buteur
meilleur buteur,du
buteur du,championnat
du championnat,de France
championnat de France,20192020
de France 20192020,ce
20192020 ce,jeudi
la Ligue de football,professionnel
de football professionnel,grâce à ses
professionnel grâce à ses,18
grâce à ses 18,buts
18 buts,Certes
buts Certes,le
Certes le,Monégasque
le Monégasque,Wissam
Ben Yedder,a
Yedder a,marqué
a marqué,autant
marqué autant,de fois
autant de fois,que
de fois que,lui
que lui,Mais
lui Mais,si
Mais si,Mbappé
si Mbappé,est
Mbappé est,sacré
est sacré,pour la deuxième
sacré pour la deuxième,saison
d'affilée meilleur,buteur
meilleur buteur,de L
buteur de L,1
de L 1,c'est
1 c'est,parce
c'est parce,qu'il
parce qu'il,a
qu'il a,inscrit
a inscrit,tous
inscrit tous,ses
tous ses,buts
ses buts,dans le
buts dans le,jeu
dans le jeu,alors
jeu alors,que
Ben Yedder,a
Yedder a,marqué
a marqué,trois
marqué trois,de ses
trois de ses,18
de ses 18,réalisations
18 réalisations,sur coups
réalisations sur coups,de pied
sur coups de pied,arrêtés
C'est ainsi,que
ainsi que,le
que le,règlement
le règlement,départage
règlement départage,les
départage les,joueurs
les joueurs,exaequo
L'an dernier,Mbappé
dernier Mbappé,avait
Mbappé avait,logiquement
avait logiquement,inscrit
logiquement inscrit,plus
inscrit plus,de buts
plus de buts,33
de buts 33,puisque
33 puisque,la saison
puisque la saison,était
la saison était,allée
était allée,à son
allée à son,terme
Et son,ratio
son ratio,buts
ratio buts,marqués/matchs
buts marqués/matchs,joués
marqués/matchs joués,est
joués est,moins
est moins,élevé
moins élevé,cette
élevé cette,année
cette année,09
année 09,but
09 but,par match
but par match,contre 114
par match contre 114,il
contre 114 il,y
il y,a
y a,un
a un,an
On peut,noter
peut noter,que
noter que,le
que le,champion
le champion,du
champion du,monde
du monde,est
monde est,vraiment
est vraiment,un
vraiment un,renard
un renard,des surfaces
renard des surfaces,puisqu'il
a marqué,17
marqué 17,de ses
17 de ses,18
de ses 18,buts
18 buts,dans les
buts dans les,16
dans les 16,derniers
16 derniers,mètres
Di Maria,confirmé
Maria confirmé,meilleur
confirmé meilleur,passeur
Double meilleur,buteur
meilleur buteur,de L
buteur de L,1
de L 1,Mbappé
1 Mbappé,rejoint
Mbappé rejoint,trois
rejoint trois,attaquants
trois attaquants,parisiens
attaquants parisiens,:
Edinson Cavani,auteur
Cavani auteur,de la même
auteur de la même,performance
de la même performance,en 2017
performance en 2017,et 2018
en 2017 et 2018,Pedro
et 2018 Pedro,Miguel
Pedro Miguel,Pauleta
Miguel Pauleta,et Carlos
Bianchi Le,record
Le record,d'un
record d'un,joueur
d'un joueur,du
joueur du,PSG
du PSG,dans cet
PSG dans cet,exercice
dans cet exercice,est
exercice est,toujours
est toujours,détenu
toujours détenu,par Zlatan
détenu par Zlatan,Ibrahimovic
triple meilleur,buteur
Mais c'est,la première
c'est la première,fois
la première fois,depuis 22
fois depuis 22,ans
depuis 22 ans,et le
ans et le,doublé
et le doublé,19971998
doublé 19971998,de Stéphane
19971998 de Stéphane,Guivarc'h
qu'un joueur,français
joueur français,remporte
français remporte,deux
remporte deux,ans
deux ans,de suite
ans de suite,ce
de suite ce,trophée
ce trophée,honorifique
Pour qu'il,y
qu'il y,ait
y ait,des buteurs
ait des buteurs,il
des buteurs il,faut
il faut,des passeurs
faut des passeurs,Et
des passeurs Et,Mbappé
Et Mbappé,peut
Mbappé peut,remercier
peut remercier,deux
remercier deux,coéquipiers
deux coéquipiers,:
Neymar et Angel,Di
et Angel Di,Maria
Di Maria,qui
Maria qui,lui
qui lui,ont
lui ont,distillé
ont distillé,six
distillé six,passes
six passes,décisives
passes décisives,chacun
décisives chacun,Les
chacun Les,autres
Les autres,passeurs
sur les buts,de KMB
buts de KMB,s'appellent
de KMB s'appellent,Juan
s'appellent Juan,Bernat
Juan Bernat,Edinson
Bernat Edinson,Cavani
Edinson Cavani,Thomas
Cavani Thomas,Meunier
Thomas Meunier,et Julian
Meunier et Julian,Draxler
Concernant les,passeurs
les passeurs,justement
passeurs justement,Angel
justement Angel,Di
Angel Di,Maria
Di Maria,avec
Maria avec,14
avec 14,passes
14 passes,décisives
en Ligue 1,a
1 a,été
a été,logiquement
été logiquement,désigné
logiquement désigné,meilleur
désigné meilleur,passeur
meilleur passeur,du
passeur du,championnat
La statue,du
statue du,Sphinx
du Sphinx,de Gizeh
Sphinx de Gizeh,trône
de Gizeh trône,depuis plus
trône depuis plus,de quatre
depuis plus de quatre,millénaires
de quatre millénaires,au pied
millénaires au pied,des grandes
au pied des grandes,pyramides
Celle de Robert,Herbin
de Robert Herbin,le
Herbin le,sphinx
le sphinx,stéphanois
sphinx stéphanois,décédé
stéphanois décédé,mardi
décédé mardi,à 81
mardi à 81,ans
à 81 ans,pourrait
ans pourrait,bientôt
pourrait bientôt,se
bientôt se,poser
au pied de GeoffroyGuichard,le
de GeoffroyGuichard le,mythique
le mythique,stade
mythique stade,des Verts
L'idée a,d'abord
a d'abord,été
d'abord été,lancée
été lancée,par un
lancée par un,site
par un site,peuplevertfr
site peuplevertfr,qui
peuplevertfr qui,a
qui a,recueilli
a recueilli,près de 4
recueilli près de 4,000
près de 4 000,signatures
sur une pétition,en ligne
pétition en ligne,C'est
en ligne C'est,quelque
C'est quelque,chose
quelque chose,qui
chose qui,se
qui se,fait
se fait,beaucoup
fait beaucoup,en Angleterre
beaucoup en Angleterre,et pas
en Angleterre et pas,du
et pas du,tout
du tout,en France
explique Alexandre,Sanfilippo
Alexandre Sanfilippo,le
Sanfilippo le,créateur
le créateur,du
créateur du,site
du site,GeoffroyGuichard
site GeoffroyGuichard,est
GeoffroyGuichard est,un
est un,stade
un stade,à l'anglaise
et l'idée nous,semble
nous semble,coller
semble coller,parfaitement
coller parfaitement,à l'histoire
parfaitement à l'histoire,de notre
à l'histoire de notre,club
Le club,de SaintEtienne
club de SaintEtienne,a
de SaintEtienne a,déjà
a déjà,décidé
déjà décidé,de baptiser
décidé de baptiser,son
de baptiser son,centre
son centre,d'entraînement
centre d'entraînement,du
d'entraînement du,nom
du nom,d'Herbin
mais ne,peut
ne peut,rien
peut rien,faire
rien faire,devant ou
faire devant ou,à l'intérieur
devant ou à l'intérieur,du
à l'intérieur du,stade
du stade,Nous
stade Nous,ne
Nous ne,sommes
ne sommes,que
sommes que,locataire
que locataire,exclusif
du stade,et cela
stade et cela,signifie
et cela signifie,que
signifie que,nous
que nous,ne
nous ne,pouvons
ne pouvons,y
pouvons y,construire
y construire,ce
construire ce,qu'on
ce qu'on,veut
qu'on veut,expliqueton
veut expliqueton,au club
Mais nous,soutenons
nous soutenons,cette
soutenons cette,belle
cette belle,idée
La Métropole,pas
Métropole pas,opposée
Le stade,appartient
stade appartient,à la Métropole
appartient à la Métropole,de SaintEtienne
à la Métropole de SaintEtienne,et le
de SaintEtienne et le,maire
et le maire,LR
maire LR,de la ville
LR de la ville,et aussi
de la ville et aussi,président
de l'intercommunalité Gaël,Perdriau
Gaël Perdriau,est
Perdriau est,loin d'y
est loin d'y,être
loin d'y être,opposé
être opposé,«
opposé,Nous
Nous,devons
Nous devons,rendre
devons rendre,à Herbin
l'hommage qu'il,mérite
qu'il mérite,lâche
mérite lâche,ce
lâche ce,dernier
ce dernier,Toutes
dernier Toutes,les
Toutes les,pistes
les pistes,sont
pistes sont,étudiées
sont étudiées,On
étudiées On,peut
On peut,imaginer
peut imaginer,lui
imaginer lui,donner
le nom,d'une
nom d'une,tribune
d'une tribune,du
tribune du,stade
du stade,ou
stade ou,bien
ou bien,effectivement
bien effectivement,de lui
effectivement de lui,construire
de lui construire,une
construire une,statue
une statue,»
Pour Gaël,Perdriau
Gaël Perdriau,un
Perdriau un,consensus
un consensus,municipal
consensus municipal,serait
municipal serait,facilement
serait facilement,trouvé
Je ne,crois
ne crois,pas
crois pas,qu'un
pas qu'un,vote
qu'un vote,soit
vote soit,nécessaire
soit nécessaire,pour décider
nécessaire pour décider,de rendre
pour décider de rendre,hommage
de rendre hommage,à Herbin
hommage à Herbin,poursuitil
Il a,tant
a tant,fait
tant fait,pour la ville
fait pour la ville,Après
pour la ville Après,il
Après il,faudra
il faudra,se
faudra se,poser
se poser,des questions
poser des questions,comme
des questions comme,Qui
comme Qui,paie
Qui paie,la construction
ou Où,la poseraton
Où la poseraton,?
la poseraton,Mais
Mais,il
Mais il,faudra
il faudra,faire
faudra faire,quelque
faire quelque,chose
quelque chose,de beau
chose de beau,pour que
de beau pour que,les
pour que les,Stéphanois
qui en sont,empêchés
en sont empêchés,en ce
empêchés en ce,moment
en ce moment,puissent
moment puissent,se
puissent se,recueillir
Un hommage,revu
hommage revu,à cause
revu à cause,du
à cause du,confinement
Le cercueil,d'Herbin
cercueil d'Herbin,qui
d'Herbin qui,sera
qui sera,inhumé
sera inhumé,lundi
inhumé lundi,4
lundi 4,mai
4 mai,devait
mai devait,être
devait être,visible
être visible,par les
visible par les,Stéphanois
par les Stéphanois,ce
Stéphanois ce,weekend
ce weekend,mais
weekend mais,la préfecture
mais la préfecture,de la Loire
la préfecture de la Loire,pour limiter
de la Loire pour limiter,les
pour limiter les,risques
les risques,sanitaires
risques sanitaires,liés
sanitaires liés,de pandémie
liés de pandémie,a
de pandémie a,décidé
a décidé,d'annuler
décidé d'annuler,son
d'annuler son,exposition
son exposition,La
exposition La,mairie
La mairie,en attendant
mairie en attendant,mieux
en attendant mieux,fera
mieux fera,installer
fera installer,dès mercredi
installer dès mercredi,prochain
dès mercredi prochain,sur la façade
prochain sur la façade,de l'hôtel
sur la façade de l'hôtel,de ville
de l'hôtel de ville,une
de ville une,immense
une immense,bâche
immense bâche,avec
bâche avec,le
avec le,visage
le visage,du
visage du,coach
du coach,disparu
coach disparu,et les
disparu et les,mots
et les mots,«
mots,Merci
Merci,Robert
Merci Robert,Herbin
Robert Herbin,».
Il a,fallu
a fallu,trouver
fallu trouver,en quelques
trouver en quelques,jours
en quelques jours,une
jours une,entreprise
une entreprise,capable
entreprise capable,en plein
capable en plein,confinement
de confectionner cette,bâche
cette bâche,poursuit
bâche poursuit,Gaël
poursuit Gaël,Perdriau
Gaël Perdriau,En
Perdriau En,parallèle
En parallèle,sur le
parallèle sur le,site
sur le site,officiel
de la ville saintetiennefr,nous
saintetiennefr nous,ouvrirons
nous ouvrirons,un
ouvrirons un,livre
un livre,d'or
livre d'or,afin
d'or afin,que
afin que,chacun
que chacun,y
chacun y,dépose
y dépose,un
dépose un,mot
un mot,d'hommage
Mais nous,ferons
nous ferons,mieux
ferons mieux,après le
mieux après le,confinement
Le 30,avril
30 avril,2020
avril 2020,à 12h00
2020 à 12h00,modifié
à 12h00 modifié,le
modifié le,2
le 2,mai
2 mai,2020
mai 2020,à 09h44
On connaissait,la dictée
connaissait la dictée,de Bernard
la dictée de Bernard,Pivot
Vous allez,apprendre
allez apprendre,à découvrir
apprendre à découvrir,celle
à découvrir celle,de Guy
celle de Guy,Stéphan
de Guy Stéphan,l'adjoint
Stéphan l'adjoint,de Didier
l'adjoint de Didier,Deschamps
de Didier Deschamps,chez les
Deschamps chez les,Bleus
chez les Bleus,Afin
Bleus Afin,d'offrir
Afin d'offrir,un
d'offrir un,moment
un moment,amusant
moment amusant,aux parents
amusant aux parents,et aux enfants
aux parents et aux enfants,dans leur
et aux enfants dans leur,journée
dans leur journée,d'enseignement
journée d'enseignement,et d'apprentissage
d'enseignement et d'apprentissage,la Fondation
et d'apprentissage la Fondation,UEFA
la Fondation UEFA,pour l'enfance
UEFA pour l'enfance,a
pour l'enfance a,invité
a invité,en effet
invité en effet,des joueurs
en effet des joueurs,et des entraîneurs
des joueurs et des entraîneurs,parmi les
et des entraîneurs parmi les,meilleurs
parmi les meilleurs,d'Europe
meilleurs d'Europe,à devenir
d'Europe à devenir,des
à devenir des,Champions
des  Champions,Teachers
Champions Teachers,».
Les personnalités,invitées
personnalités invitées,comme
invitées comme,Guy
comme Guy,Stéphan
Guy Stéphan,donc
Stéphan donc,l'attaquant
du RB,Leipzig
RB Leipzig,et de la Suède
Leipzig et de la Suède,Emil
et de la Suède Emil,Forsberg
Emil Forsberg,la milieu
Forsberg la milieu,de terrain
la milieu de terrain,de Wolfsburg
PaysBas Dominique,Bloodworth
Dominique Bloodworth,et la milieu
Bloodworth et la milieu,de terrain
et la milieu de terrain,espagnole
de terrain espagnole,de l'Atlético
espagnole de l'Atlético,Madrid
de l'Atlético Madrid,Amanda
Madrid Amanda,Sampedro
feront sourire,les
sourire les,enfants
les enfants,grâce à leur
enfants grâce à leur,interprétation
grâce à leur interprétation,d'une
interprétation d'une,leçon
d'une leçon,d'école
leçon d'école,vieille
d'école vieille,comme
vieille comme,le
comme le,monde
le monde,:
Un retour,aux sources
L'exercice est,destiné
est destiné,aux enfants
destiné aux enfants,âgés
aux enfants âgés,de 6
âgés de 6,à 12
de 6 à 12,ans
à 12 ans,et est
ans et est,disponible
et est disponible,en anglais
disponible en anglais,en français
en espagnol et en néerlandais,Les
et en néerlandais Les,enfants
Les enfants,doivent
enfants doivent,simplement
doivent simplement,se
simplement se,munir
se munir,d'un
munir d'un,stylo
d'un stylo,et d'une
stylo et d'une,feuille
et d'une feuille,de papier
puis choisir,une
choisir une,vidéo
une vidéo,et écrire
vidéo et écrire,un
et écrire un,court
un court,extrait
court extrait,d'un
extrait d'un,célèbre
d'un célèbre,livre
célèbre livre,ou
livre ou,poème
ou poème,pour enfants
poème pour enfants,lu
pour enfants lu,par la star
qui fait,office
fait office,de Champions
office de Champions,Teacher
de Champions Teacher,Le
Teacher Le,corrigé
Le corrigé,de la dictée
corrigé de la dictée,peut
de la dictée peut,ensuite
peut ensuite,être
ensuite être,téléchargé
être téléchargé,au format
téléchargé au format,PDF
Guy Stéphan,a
Stéphan a,lu
a lu,lui
lu lui,le
lui le,Cancre
le Cancre,»
Cancre,la poésie
la poésie,de Jacques
la poésie de Jacques,Prévert
de Jacques Prévert,«
Prévert,On
On,m'avait
On m'avait,proposé
m'avait proposé,une
proposé une,liste
textes avec,notamment
avec notamment,le
notamment le,petit
le petit,chaperon
petit chaperon,rouge
chaperon rouge,Mais
rouge Mais,je
Mais je,n'étais
je n'étais,pas
n'étais pas,obligé
pas obligé,d'en
obligé d'en,retenir
d'en retenir,un
J'ai préféré,choisir
préféré choisir,le
choisir le,Cancre
le Cancre,Ca
Cancre Ca,correspond
Ca correspond,bien
correspond bien,à l'école
bien à l'école,je
à l'école je,trouve
Ce poème,montre
poème montre,qu'on
montre qu'on,peut
qu'on peut,réussir
peut réussir,sans être
réussir sans être,vraiment
sans être vraiment,dans les
vraiment dans les,clous
Il n'y,a
n'y a,pas
a pas,de ponctuation
pas de ponctuation,il
de ponctuation il,s'agit
il s'agit,d'une
s'agit d'une,de ses
d'une de ses,originalités
mais il,n'est
il n'est,pas
n'est pas,très
pas très,difficile
très difficile,pour autant
Homme de cœur,et de conviction
de cœur et de conviction,Guy
et de conviction Guy,Stéphan
Guy Stéphan,s'est
Stéphan s'est,prêté
s'est prêté,volontiers
prêté volontiers,à cet
volontiers à cet,exercice
Il s'agit,un
s'agit un,peu
un peu,pour l'adjoint
peu pour l'adjoint,de Deschamps
pour l'adjoint de Deschamps,d'un
de Deschamps d'un,retour
d'un retour,aux sources
retour aux sources,Joueur
aux sources Joueur,à Guingamp
à la fin des années,1970
des années 1970,il
1970 il,avait
il avait,su
avait su,mener
su mener,de front
mener de front,et avec
de front et avec,succès
et avec succès,des études
succès des études,de professeur
Par ailleurs,Stéphan
ailleurs Stéphan,également
Stéphan également,ancien
également ancien,joueur
ancien joueur,de l'US
joueur de l'US,Orléans
a offert,un
offert un,maillot
un maillot,dédicacé
maillot dédicacé,des Bleus
dédicacé des Bleus,après leur
des Bleus après leur,titre
après leur titre,mondial
titre mondial,remporté
mondial remporté,en 2018
remporté en 2018,au profit
de la vente d'un,cœur
d'un cœur,Un
cœur Un,Maillot
Un Maillot,Les
Maillot Les,bénéfices
Les bénéfices,seront
bénéfices seront,également
seront également,reversés
via le fonds,de dotation
fonds de dotation,J'aime
de dotation J'aime,mon
J'aime mon,enfant
mon enfant,différent
enfant différent,
différent,au personnel
au personnel,soignant
en priorité du,centre
du centre,hospitalier
centre hospitalier,régional
hospitalier régional,d'Orléans
régional d'Orléans,qui
d'Orléans qui,lutte
qui lutte,contre l'épidémie
lutte contre l'épidémie,du
contre l'épidémie du,coronavirus
À ce,jour
ce jour,les
jour les,enchères
les enchères,qui
enchères qui,s'achèvent
qui s'achèvent,le
s'achèvent le,dimanche
le dimanche,3
dimanche 3,mai
3 mai,ont
mai ont,déjà
ont déjà,atteint
déjà atteint,la somme
atteint la somme,de 5200
la somme de 5200,euros
L' immense,mer
immense mer,sommeille
mer sommeille,Elle
sommeille Elle,hausse
Elle hausse,et balance
Ses houles,où
houles où,le
où le,ciel
le ciel,met
ciel met,d'
met d',éclatants
d' éclatants,îlots
Une nuit,d'
nuit d',or
d' or,emplit
or emplit,d'
emplit d',un
d' un,magique
un magique,silence
La merveilleuse,horreur
merveilleuse horreur,de l'
horreur de l',espace
de l' espace,et des flots
Les deux,gouffres
deux gouffres,ne
gouffres ne,font
ne font,qu'
font qu',un
qu' un,abîme
un abîme,sans borne
De tristesse,de paix
tristesse de paix,et d'
de paix et d',éblouissement
Sanctuaire et tombeau,désert
et tombeau désert,splendide
désert splendide,et morne
Où des millions,d'
des millions d',yeux
d' yeux,regardent
yeux regardent,fixement
Tels le,ciel
le ciel,magnifique
ciel magnifique,et les
magnifique et les,eaux
et les eaux,vénérables
Dorment dans la lumière,et dans la majesté
Comme si,la rumeur
si la rumeur,des vivants
la rumeur des vivants,misérables
N' avait,troublé
avait troublé,jamais
troublé jamais,leur
jamais leur,rêve
leur rêve,illimité
Cependant plein,de faim
plein de faim,dans sa
de faim dans sa,peau
dans sa peau,flasque
peau flasque,et rude
Le sinistre,rôdeur
sinistre rôdeur,des steppes
rôdeur des steppes,de la mer
Vient va,tourne
va tourne,et
tourne et,flairant
et flairant,au loin la solitude
Entrebâille d',ennui
d' ennui,ses
ennui ses,mâchoires
ses mâchoires,de fer
Certes il,n'
il n',a
n' a,souci
a souci,de l'
souci de l',immensité
de l' immensité,bleue
Des trois,rois
trois rois,du
rois du,triangle
du triangle,ou
triangle ou,du
ou du,long
du long,scorpion
Qui tord,dans l'
tord dans l',infini
dans l' infini,sa
infini sa,flamboyante
sa flamboyante,queue
Ni de l',ourse
de l' ourse,qui
ourse qui,plonge
qui plonge,au clair
plonge au clair,septentrion
Il ne,sait
ne sait,que
sait que,la chair
que la chair,qu'
la chair qu',on
qu' on,broie
on broie,et qu'
broie et qu',on
et qu' on,dépèce
Et toujours,absorbé
toujours absorbé,dans son
absorbé dans son,désir
dans son désir,sanglant
Au fond,des masses
fond des masses,d'
des masses d',eau
d' eau,lourdes
eau lourdes,d'
lourdes d',une
d' une,ombre
une ombre,épaisse
Il laisse,errer
laisse errer,son
errer son,oeil
son oeil,terne
oeil terne,impassible
terne impassible,et lent
Tout est,vide
est vide,et muet
vide et muet,Rien
et muet Rien,qui
Rien qui,nage
qui nage,ou
nage ou,qui
ou qui,flotte
Qui soit,vivant
soit vivant,ou
vivant ou,mort
ou mort,qu'
mort qu',il
qu' il,puisse
il puisse,entendre
puisse entendre,ou
entendre ou,voir
Il reste,inerte
reste inerte,aveugle
inerte aveugle,et son
aveugle et son,grêle
et son grêle,pilote
Se pose,pour dormir
pose pour dormir,sur son
pour dormir sur son,aileron
sur son aileron,noir
Va monstre,!
monstre,Tu
Tu,n'
Tu n',es
n' es,pas
es pas,autre
pas autre,que
autre que,nous
que nous,ne
nous ne,sommes
Plus hideux,plus
hideux plus,féroce
plus féroce,ou
féroce ou,plus
ou plus,désespéré
Consoletoi,Demain
Demain,tu
Demain tu,mangeras
tu mangeras,des hommes
Demain par l',homme
par l' homme,aussi
homme aussi,tu
aussi tu,seras
tu seras,dévoré
La faim,sacrée
faim sacrée,est
sacrée est,un
est un,long
un long,meurtre
long meurtre,légitime
Des profondeurs,de l'
profondeurs de l',ombre
de l' ombre,aux cieux
ombre aux cieux,resplendissants
Et l',homme
l' homme,et le
homme et le,requin
et le requin,égorgeur
requin égorgeur,ou
égorgeur ou,victime
Devant ta,face
ta face,ô
face ô,mort
ô mort,sont
mort sont,tous
sont tous,deux
tous deux,innocents
Un téléphone,portable
téléphone portable,?
Au début,vous
début vous,n’en
vous n’en,voyiez
n’en voyiez,pas
voyiez pas,vraiment
pas vraiment,l’utilité
vraiment l’utilité,mais
pour ne pas,paraître
pas paraître,dépassée
paraître dépassée,vous
dépassée vous,vous
vous vous,êtes
vous êtes,laissé
êtes laissé,tenter
par un modèle,très
modèle très,simple
très simple,avec
simple avec,un
avec un,forfait
un forfait,basique
forfait basique,Les
premiers temps,vous
temps vous,vous
vous vous,êtes
vous êtes,parfois
êtes parfois,surprise
parfois surprise,à bavarder
un peu,fort
peu fort,au restaurant
fort au restaurant,dans le
au restaurant dans le,train
dans le train,ou
train ou,à la terrasse
cafés C’est,vrai
C’est vrai,que
vrai que,c’était
que c’était,pratique
c’était pratique,et rassurant
pratique et rassurant,d’avoir
toujours la famille,et les
la famille et les,amis
et les amis,à portée
amis à portée,de voix
Comme tout,le
tout le,monde
le monde,vous
monde vous,avez
vous avez,appris
avez appris,à rédiger
appris à rédiger,des SMS
en tapant sur un,clavier
sur un clavier,minuscule
clavier minuscule,et vous
minuscule et vous,vous
et vous vous,êtes
vous êtes,habituée
êtes habituée,à en envoyer
habituée à en envoyer,à tour
à en envoyer à tour,de bras
à tour de bras,Comme
de bras Comme,tout
Comme tout,le
tout le,monde
vous avez,renoncé
avez renoncé,à votre
renoncé à votre,agenda
à votre agenda,pour le
agenda pour le,remplacer
pour le remplacer,par sa
version électronique,Avec
électronique Avec,application
Avec application,vous
application vous,avez
vous avez,saisi
le répertoire,les
répertoire les,numéros
les numéros,de vos
numéros de vos,connaissances
de vos connaissances,de votre
famille et de votre,amant
et de votre amant,Vous
amant Vous,y
Vous y,avez
y avez,camouflé
avez camouflé,ceux
camouflé ceux,de vos
ex ainsi,que
ainsi que,le
que le,code
le code,de votre
code de votre,carte
de votre carte,bleue
carte bleue,qu’il
bleue qu’il,vous
qu’il vous,arrive
Même s’il,prenait
s’il prenait,des clichés
prenait des clichés,de piètre
des clichés de piètre,qualité
de piètre qualité,vous
qualité vous,avez
utilisé l’appareil,de votre
l’appareil de votre,portable
de votre portable,C’était
portable C’était,sympa
C’était sympa,d’avoir
toujours sur soi,une
sur soi une,photo
une photo,rigolote
photo rigolote,à montrer
rigolote à montrer,aux collègues
D’ailleurs tout,le
tout le,monde
le monde,faisait
monde faisait,pareil
faisait pareil,L’objet
pareil L’objet,collait
l’époque,les
les,cloisons
les cloisons,s’effaçaient
cloisons s’effaçaient,entre vie
s’effaçaient entre vie,intime
entre vie intime,vie
professionnelle et vie,sociale
et vie sociale,Surtout
sociale Surtout,le
Surtout le,quotidien
le quotidien,était
devenu plus,urgent
plus urgent,plus
urgent plus,flexible
plus flexible,nécessitant
flexible nécessitant,en permanence
de jongler avec,votre
avec votre,emploi
votre emploi,du
emploi du,temps
Récemment vous,avez
vous avez,changé
avez changé,votre
changé votre,vieil
votre vieil,appareil
un modèle,plus
modèle plus,perfectionné
plus perfectionné,:
perfectionné,une
une,petite
une petite,merveille
petite merveille,vous
permettant d’avoir,accès
d’avoir accès,à vos
accès à vos,mails
à vos mails,de naviguer
Internet et d’y,télécharger
et d’y télécharger,des centaines
télécharger des centaines,d’applications
C’est là,que
là que,vous
que vous,êtes
vous êtes,devenue
êtes devenue,accro
devenue accro,Comme
accro Comme,greffé
votre corps,votre
corps votre,mobile
votre mobile,est
mobile est,désormais
est désormais,un
désormais un,prolongement
vousmême qui,vous
qui vous,accompagne
vous accompagne,jusque dans votre
accompagne jusque dans votre,salle
bains ou,vos
ou vos,toilettes
vos toilettes,Où
toilettes Où,que
Où que,vous
que vous,soyez
vous soyez,vous
soyez vous,laissez
vous laissez,rarement
laissez rarement,passer
rarement passer,plus
passer plus,d’une
plus d’une,demiheure
écran guettant,un
guettant un,appel
un appel,resté
appel resté,en absence
resté en absence,un
en absence un,message
un message,intime
ou amical,Et
amical Et,si
Et si,votre
si votre,boîte
votre boîte,mail
boîte mail,est
mail est,vide
est vide,vous
vide vous,cliquez
vérifier qu’aucun,courrier
qu’aucun courrier,n’est
courrier n’est,en attente
Comme le,doudou
le doudou,de votre
doudou de votre,enfance
de votre enfance,votre
enfance votre,téléphone
votre téléphone,vous
rassure Son,écran
Son écran,est
écran est,doux
est doux,apaisant
doux apaisant,hypnotique
apaisant hypnotique,Il
hypnotique Il,vous
donne une,contenance
une contenance,dans toutes
contenance dans toutes,les
dans toutes les,situations
les situations,et vous
offre une,facilité
une facilité,de contact
facilité de contact,immédiat
de contact immédiat,qui
immédiat qui,laisse
qui laisse,ouverts
laisse ouverts,tous
Mais un,soir
